,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,CFID,CFPARAMS,SEASON
216,1610612742,Dallas Mavericks,82,52,30,0.634,48.2,39.3,85.1,0.461,13.1,37.4,0.35,16.4,21.2,0.771,9.3,33.8,43.0,23.4,12.5,6.7,4.0,3.7,19.7,20.1,108.0,3.3,1,5,5,5,19,25,27,18,10,8,19,22,22,16,24,20,24,25,3,29,28,1,14,10,24,8,10,Dallas Mavericks,2021-22
217,1610612743,Denver Nuggets,82,48,34,0.585,48.3,41.7,86.3,0.483,12.7,35.9,0.353,16.7,21.0,0.795,9.2,34.9,44.1,27.8,14.5,7.2,3.7,4.8,20.0,19.9,112.7,2.3,1,10,10,10,8,8,23,2,14,13,16,19,23,8,25,9,17,3,26,18,29,17,20,13,10,11,10,Denver Nuggets,2021-22
218,1610612765,Detroit Pistons,82,23,59,0.28,48.2,38.2,88.6,0.431,11.3,34.6,0.326,17.2,22.0,0.782,11.0,32.0,43.0,23.5,14.2,7.7,4.8,5.2,21.9,19.8,104.8,-7.7,1,28,28,28,13,29,11,29,26,16,29,13,13,13,8,29,25,24,20,10,14,26,30,14,28,26,10,Detroit Pistons,2021-22
219,1610612744,Golden State Warriors,82,53,29,0.646,48.1,40.5,86.4,0.469,14.3,39.4,0.364,15.6,20.3,0.769,9.8,35.7,45.5,27.1,14.9,8.8,4.5,3.9,21.0,18.0,111.0,5.5,1,3,3,3,24,17,21,10,3,3,8,26,26,17,20,2,7,5,29,4,18,2,27,29,15,5,10,Golden State Warriors,2021-22
220,1610612745,Houston Rockets,82,20,62,0.244,48.2,39.4,86.4,0.456,13.5,38.7,0.349,17.5,24.5,0.713,9.6,32.4,42.0,23.6,16.5,7.3,4.7,5.8,20.6,22.1,109.7,-8.5,1,30,30,30,19,24,22,24,7,4,21,10,1,30,21,28,30,23,30,17,15,28,26,1,19,29,10,Houston Rockets,2021-22
221,1610612754,Indiana Pacers,82,25,57,0.305,48.5,41.4,89.5,0.463,12.2,35.4,0.344,16.4,21.4,0.768,11.3,32.6,43.9,25.4,14.4,7.1,5.6,4.9,20.4,19.2,111.5,-3.5,1,26,26,26,3,12,7,17,16,15,25,20,18,19,5,26,21,9,23,24,4,20,24,22,14,24,10,Indiana Pacers,2021-22
222,1610612746,LA Clippers,82,42,40,0.512,48.2,40.1,87.4,0.458,12.8,34.2,0.374,15.5,19.6,0.793,9.1,34.9,44.0,24.0,13.7,7.4,5.0,4.1,18.6,18.5,108.4,0.0,1,18,18,18,13,20,17,21,12,20,3,27,30,9,26,10,19,16,14,15,8,6,6,26,23,18,10,LA Clippers,2021-22
223,1610612747,Los Angeles Lakers,82,33,49,0.402,48.7,41.6,88.8,0.469,12.0,34.5,0.347,16.8,23.0,0.732,9.5,34.5,44.0,24.0,14.5,7.6,5.2,4.1,20.2,20.1,112.1,-3.0,1,23,23,23,1,9,10,8,18,17,22,17,9,29,23,12,18,17,27,11,7,5,21,9,11,22,10,Los Angeles Lakers,2021-22
224,1610612763,Memphis Grizzlies,82,56,26,0.683,48.2,43.5,94.4,0.461,11.5,32.7,0.353,17.0,23.1,0.734,14.1,35.0,49.2,26.0,13.2,9.8,6.5,6.0,19.8,19.8,115.6,5.7,1,2,2,2,13,2,1,19,23,23,17,15,7,28,1,8,1,6,9,1,1,30,17,14,2,4,10,Memphis Grizzlies,2021-22
225,1610612748,Miami Heat,82,53,29,0.646,48.4,39.6,84.8,0.467,13.6,35.8,0.379,17.3,21.4,0.808,9.8,33.9,43.7,25.5,14.6,7.4,3.2,4.0,20.5,20.6,110.0,4.5,1,3,3,3,5,22,28,13,6,14,1,12,19,5,18,18,22,8,28,16,30,4,25,3,17,6,10,Miami Heat,2021-22
226,1610612749,Milwaukee Bucks,82,51,31,0.622,48.2,41.8,89.4,0.468,14.1,38.4,0.366,17.8,22.9,0.776,10.2,36.5,46.7,23.9,13.4,7.6,4.0,4.4,18.2,19.7,115.5,3.4,1,6,6,6,19,6,8,12,4,5,5,8,10,15,15,1,2,18,12,13,27,9,3,17,3,7,10,Milwaukee Bucks,2021-22
227,1610612750,Minnesota Timberwolves,82,46,36,0.561,48.2,41.6,91.0,0.457,14.8,41.3,0.358,18.0,23.1,0.778,11.2,32.9,44.2,25.7,14.3,8.8,5.6,4.8,21.8,20.9,115.9,2.6,1,12,12,12,13,10,5,22,1,1,12,4,8,14,6,25,16,7,21,3,3,19,29,2,1,9,10,Minnesota Timberwolves,2021-22
228,1610612740,New Orleans Pelicans,82,36,46,0.439,48.2,40.2,88.0,0.457,10.6,32.1,0.332,18.3,23.2,0.789,12.0,33.2,45.2,25.0,14.1,8.3,4.0,4.8,19.7,20.5,109.3,-1.0,1,20,20,20,19,19,16,23,28,24,27,2,6,10,3,24,11,13,17,7,26,16,14,4,21,21,10,New Orleans Pelicans,2021-22
229,1610612752,New York Knicks,82,37,45,0.451,48.2,37.7,86.2,0.437,13.2,36.9,0.357,18.0,24.1,0.744,11.5,34.6,46.1,21.9,13.3,7.0,4.9,4.6,20.4,20.4,106.5,-0.1,1,19,19,19,13,30,24,27,9,10,13,5,2,26,4,11,4,30,10,27,13,13,23,5,26,19,10,New York Knicks,2021-22
230,1610612760,Oklahoma City Thunder,82,24,58,0.293,48.3,38.3,89.1,0.43,12.1,37.4,0.323,15.0,19.9,0.756,10.4,35.2,45.6,22.2,14.0,7.6,4.6,6.0,18.3,17.8,103.7,-8.1,1,27,27,27,8,27,9,30,17,7,30,30,28,24,12,6,6,28,15,14,16,29,4,30,30,28,10,Oklahoma City Thunder,2021-22
231,1610612753,Orlando Magic,82,22,60,0.268,48.2,38.3,88.3,0.434,12.2,36.9,0.331,15.5,19.7,0.787,9.1,35.2,44.3,23.7,14.5,6.8,4.5,5.2,19.7,18.3,104.2,-8.0,1,29,29,29,13,28,14,28,15,11,28,28,29,11,27,7,14,20,25,28,20,27,14,27,29,27,10,Orlando Magic,2021-22
232,1610612755,Philadelphia 76ers,82,51,31,0.622,48.3,39.4,84.5,0.466,11.6,31.8,0.364,19.6,23.8,0.821,8.5,33.8,42.3,23.7,12.5,7.7,5.3,4.6,19.4,19.4,109.9,2.6,1,6,6,6,8,23,30,16,22,27,7,1,3,1,30,19,29,21,4,9,6,13,12,19,18,10,10,Philadelphia 76ers,2021-22
233,1610612756,Phoenix Suns,82,64,18,0.78,48.1,43.7,90.1,0.485,11.6,31.9,0.364,15.9,19.9,0.797,9.8,35.5,45.3,27.4,12.9,8.6,4.4,4.0,19.9,18.9,114.8,7.5,1,1,1,1,24,1,6,1,21,26,9,24,27,7,19,5,10,4,7,6,22,3,19,24,5,1,10,Phoenix Suns,2021-22
234,1610612757,Portland Trail Blazers,82,27,55,0.329,48.1,38.5,87.1,0.442,12.7,36.8,0.346,16.4,21.6,0.76,10.4,32.5,42.9,22.9,14.5,8.0,4.5,5.0,21.1,19.4,106.2,-8.9,1,25,25,25,24,26,19,26,13,12,23,21,16,22,12,27,27,26,24,8,21,23,28,21,27,30,10,Portland Trail Blazers,2021-22
235,1610612758,Sacramento Kings,82,30,52,0.366,48.3,40.5,88.1,0.46,11.4,33.2,0.344,17.9,23.3,0.768,9.6,33.4,42.9,23.7,14.1,7.2,4.5,4.8,18.9,20.3,110.3,-5.5,1,24,24,24,8,18,15,20,25,21,24,7,5,18,22,23,26,22,19,20,19,18,11,7,16,25,10,Sacramento Kings,2021-22
236,1610612759,San Antonio Spurs,82,34,48,0.415,48.3,43.2,92.7,0.467,11.3,32.0,0.352,15.4,20.4,0.754,11.0,34.3,45.3,27.9,12.7,7.6,4.9,4.9,18.1,18.9,113.2,0.1,1,22,22,22,8,3,2,14,26,25,18,29,25,25,7,13,9,2,5,11,10,21,2,24,8,17,10,San Antonio Spurs,2021-22
237,1610612761,Toronto Raptors,82,48,34,0.585,48.4,40.6,91.3,0.445,11.9,34.2,0.349,16.2,21.3,0.759,13.4,32.0,45.3,22.1,12.5,9.0,4.6,5.1,19.6,19.1,109.4,2.3,1,10,10,10,5,14,4,25,19,19,20,23,21,23,2,30,8,29,2,2,17,25,13,23,20,12,10,Toronto Raptors,2021-22
238,1610612762,Utah Jazz,82,49,33,0.598,48.1,40.6,86.2,0.471,14.5,40.3,0.36,17.9,23.4,0.767,10.8,35.6,46.3,22.4,14.0,7.2,4.9,4.3,18.9,20.3,113.6,6.0,1,9,9,9,24,15,25,6,2,2,11,6,4,20,10,3,3,27,16,20,11,8,10,8,7,3,10,Utah Jazz,2021-22
239,1610612764,Washington Wizards,82,35,47,0.427,48.4,40.6,86.0,0.472,10.5,30.6,0.342,17.0,21.7,0.783,9.0,34.1,43.1,25.0,13.1,6.4,5.0,4.2,18.8,19.9,108.6,-3.4,1,21,21,21,7,15,26,5,30,29,26,15,15,12,28,14,23,12,8,30,8,7,9,12,22,23,10,Washington Wizards,2021-22
